Converting /ct12/abrammer/graphics/ecmf_tc_data/data/A_JSXX01ECEP141200_C_ECMP_20170714120000_tropical_cyclone_track_FERNANDA_-118p3degW_11degN_bufr4.bin
         2294559 function calls (2265619 primitive calls) in 5.160 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      163    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       68    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
      103    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
      450    0.001    0.000    0.001    0.000 _weakrefset.py:70(__contains__)
       81    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       37    0.001    0.000    0.003    0.000 abc.py:132(__new__)
       37    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
       11    0.000    0.000    0.001    0.000 abc.py:151(register)
      254    0.001    0.000    0.002    0.000 abc.py:178(__instancecheck__)
    73/18    0.001    0.000    0.002    0.000 abc.py:194(__subclasscheck__)
       66    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.138    0.138 add_newdocs.py:10(<module>)
      682    0.009    0.000    0.051    0.000 algorithms.py:1010(take_nd)
        1    0.000    0.000    0.000    0.000 algorithms.py:4(<module>)
       12    0.000    0.000    0.000    0.000 algorithms.py:809(_view_wrapper)
      114    0.001    0.000    0.002    0.000 algorithms.py:810(wrapper)
      682    0.002    0.000    0.002    0.000 algorithms.py:977(_get_take_nd_function)
        1    0.000    0.000    0.000    0.000 align.py:2(<module>)
        1    0.000    0.000    0.000    0.000 align.py:43(_filter_special_cases)
        1    0.000    0.000    0.021    0.021 api.py:1(<module>)
        6    0.000    0.000    0.065    0.011 api.py:3(<module>)
        1    0.000    0.000    0.233    0.233 api.py:5(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1527(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:648(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:659(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:709(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:729(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:738(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:829(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:864(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:904(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_CountAction)
        1    0.000    0.000    0.000    0.000 array.py:157(SparseArray)
        1    0.000    0.000    0.002    0.002 array.py:3(<module>)
       26    0.000    0.000    0.000    0.000 array.py:40(_arith_method)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
     4264    0.001    0.000    0.001    0.000 arrayprint.py:227(_boolFormatter)
      104    0.002    0.000    0.037    0.000 arrayprint.py:237(_get_formatdict)
      104    0.000    0.000    0.038    0.000 arrayprint.py:273(_get_format_function)
      104    0.001    0.000    0.055    0.001 arrayprint.py:315(_array2string)
  312/104    0.001    0.000    0.055    0.001 arrayprint.py:340(array2string)
     4264    0.006    0.000    0.009    0.000 arrayprint.py:467(_extendLine)
      104    0.005    0.000    0.015    0.000 arrayprint.py:475(_formatArray)
        1    0.000    0.000    0.002    0.002 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:542(FloatFormat)
      312    0.001    0.000    0.030    0.000 arrayprint.py:543(__init__)
      312    0.014    0.000    0.029    0.000 arrayprint.py:557(fillFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:651(IntegerFormat)
      104    0.001    0.000    0.004    0.000 arrayprint.py:652(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:671(LongFloatFormat)
      312    0.000    0.000    0.000    0.000 arrayprint.py:674(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:701(LongComplexFormat)
      104    0.000    0.000    0.000    0.000 arrayprint.py:702(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:712(ComplexFormat)
      104    0.001    0.000    0.020    0.000 arrayprint.py:713(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:729(DatetimeFormat)
      104    0.000    0.000    0.000    0.000 arrayprint.py:730(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:750(TimedeltaFormat)
      104    0.000    0.000    0.000    0.000 arrayprint.py:751(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:777(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:787(StructureFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.699    0.699 atcf.py:1(<module>)
     1739    0.008    0.000    0.012    0.000 atcf.py:18(lat)
     1739    0.004    0.000    0.006    0.000 atcf.py:26(lon)
     1739    0.006    0.000    0.006    0.000 atcf.py:34(basin2short)
     1739    0.006    0.000    0.066    0.000 atcf.py:63(line_out)
        1    0.000    0.000    0.012    0.012 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:108(DatetimeIndexOpsMixin)
      161    0.001    0.000    0.001    0.000 base.py:1097(is_unique)
      312    0.000    0.000    0.003    0.000 base.py:1109(is_integer)
    13135    0.025    0.000    0.083    0.000 base.py:1131(_convert_scalar_indexer)
      104    0.000    0.000    0.001    0.000 base.py:1250(_convert_list_indexer)
      213    0.001    0.000    0.001    0.000 base.py:1302(_engine)
      213    0.000    0.000    0.001    0.000 base.py:1305(<lambda>)
       57    0.000    0.000    0.002    0.000 base.py:1331(inferred_type)
       52    0.000    0.000    0.000    0.000 base.py:1339(is_all_dates)
      104    0.000    0.000    0.000    0.000 base.py:1345(__iter__)
        1    0.000    0.000    0.000    0.000 base.py:137(NoNewAttributesMixin)
     3712    0.008    0.000    0.011    0.000 base.py:1392(__contains__)
     2291    0.006    0.000    0.015    0.000 base.py:1406(__getitem__)
      312    0.006    0.000    0.028    0.000 base.py:142(__new__)
        8    0.000    0.000    0.000    0.000 base.py:142(_join_i8_wrapper)
      156    0.001    0.000    0.008    0.000 base.py:1506(take)
      104    0.000    0.000    0.000    0.000 base.py:1523(_assert_take_fillable)
        1    0.000    0.000    0.000    0.000 base.py:164(PandasDelegate)
      473    0.002    0.000    0.019    0.000 base.py:1643(equals)
        9    0.000    0.000    0.001    0.000 base.py:177(_add_delegate_accessors)
       57    0.000    0.000    0.000    0.000 base.py:193(_create_delegator_property)
       32    0.000    0.000    0.000    0.000 base.py:207(_create_delegator_method)
     1816    0.003    0.000    0.071    0.000 base.py:2104(get_loc)
    12823    0.055    0.000    0.386    0.000 base.py:2146(get_value)
      166    0.002    0.000    0.020    0.000 base.py:2217(get_indexer)
        1    0.000    0.000    0.000    0.000 base.py:229(AccessorProperty)
        5    0.000    0.000    0.000    0.000 base.py:232(__init__)
      166    0.001    0.000    0.001    0.000 base.py:2390(_possibly_promote)
       62    0.000    0.000    0.000    0.000 base.py:2477(_can_reindex)
      109    0.001    0.000    0.010    0.000 base.py:2496(reindex)
        1    0.000    0.000    0.000    0.000 base.py:250(GroupByError)
        1    0.000    0.000    0.000    0.000 base.py:254(DataError)
        1    0.000    0.000    0.000    0.000 base.py:258(SpecificationError)
        1    0.000    0.000    0.000    0.000 base.py:26(StringMixin)
        1    0.000    0.000    0.000    0.000 base.py:262(SelectionMixin)
        2    0.000    0.000    0.014    0.007 base.py:3(<module>)
     2100    0.001    0.000    0.002    0.000 base.py:3007(_maybe_cast_indexer)
        1    0.000    0.000    0.000    0.000 base.py:33(DatelikeOps)
      936    0.004    0.000    0.008    0.000 base.py:334(_simple_new)
        1    0.000    0.000    0.000    0.000 base.py:3344(_add_comparison_methods)
        6    0.000    0.000    0.000    0.000 base.py:3348(_make_compare)
        2    0.000    0.000    0.000    0.000 base.py:3386(_add_numeric_methods_add_sub_disabled)
        4    0.000    0.000    0.000    0.000 base.py:3390(_make_invalid_op)
        5    0.000    0.000    0.000    0.000 base.py:3401(_add_numeric_methods_disabled)
       40    0.000    0.000    0.000    0.000 base.py:3405(_make_invalid_op)
        3    0.000    0.000    0.000    0.000 base.py:3487(_add_numeric_methods_binary)
       33    0.000    0.000    0.000    0.000 base.py:3491(_make_evaluate_binop)
        4    0.000    0.000    0.000    0.000 base.py:3552(_add_numeric_methods_unary)
       16    0.000    0.000    0.000    0.000 base.py:3556(_make_evaluate_unary)
        4    0.000    0.000    0.000    0.000 base.py:3572(_add_numeric_methods)
        3    0.000    0.000    0.000    0.000 base.py:3577(_add_logical_methods)
        6    0.000    0.000    0.000    0.000 base.py:3594(_make_logical_function)
        6    0.000    0.000    0.000    0.000 base.py:3616(_add_logical_methods_disabled)
       12    0.000    0.000    0.000    0.000 base.py:3620(_make_invalid_op)
     5748    0.004    0.000    0.025    0.000 base.py:3637(_ensure_index)
      109    0.000    0.000    0.000    0.000 base.py:3681(_ensure_has_len)
      572    0.002    0.000    0.011    0.000 base.py:371(_shallow_copy)
      473    0.000    0.000    0.001    0.000 base.py:465(is_)
     1484    0.001    0.000    0.001    0.000 base.py:485(_reset_identity)
19747/19643    0.012    0.000    0.016    0.000 base.py:491(__len__)
      577    0.000    0.000    0.000    0.000 base.py:512(dtype)
     1954    0.003    0.000    0.006    0.000 base.py:522(values)
      946    0.001    0.000    0.004    0.000 base.py:527(get_values)
        1    0.000    0.000    0.000    0.000 base.py:58(TimelikeOps)
      104    0.000    0.000    0.000    0.000 base.py:590(_coerce_to_ndarray)
      572    0.003    0.000    0.004    0.000 base.py:606(_get_attributes_dict)
        3    0.000    0.000    0.000    0.000 base.py:607(_add_datetimelike_methods)
      572    0.001    0.000    0.001    0.000 base.py:608(<listcomp>)
      510    0.001    0.000    0.009    0.000 base.py:610(view)
        1    0.000    0.000    0.000    0.000 base.py:647(GroupByMixin)
        3    0.000    0.000    0.000    0.000 base.py:650(_dispatch)
        1    0.000    0.000    0.000    0.000 base.py:694(FrozenList)
        1    0.000    0.000    0.000    0.000 base.py:74(PandasObject)
        1    0.000    0.000    0.000    0.000 base.py:761(FrozenNDArray)
        1    0.000    0.000    0.000    0.000 base.py:77(InvalidIndexError)
        1    0.000    0.000    0.001    0.001 base.py:798(IndexOpsMixin)
      436    0.000    0.000    0.001    0.000 base.py:874(_values)
        1    0.000    0.000    0.001    0.001 base.py:92(Index)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base64mime.py:25(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bitstring.py:102(ReadError)
        1    0.000    0.000    0.000    0.000 bitstring.py:109(InterpretError)
        1    0.000    0.000    0.000    0.000 bitstring.py:116(ByteAlignError)
        7    0.000    0.000    0.000    0.000 bitstring.py:1195(_assertsanity)
        1    0.000    0.000    0.000    0.000 bitstring.py:123(CreationError)
        1    0.000    0.000    0.000    0.000 bitstring.py:130(ConstByteStore)
        1    0.000    0.000    0.000    0.000 bitstring.py:1314(_setbytes_safe)
        7    0.000    0.000    0.000    0.000 bitstring.py:1330(_setbytes_unsafe)
       10    0.000    0.000    0.000    0.000 bitstring.py:138(__init__)
    17072    0.083    0.000    0.107    0.000 bitstring.py:1388(_readuint)
    17075    0.010    0.000    0.010    0.000 bitstring.py:157(getbyteslice)
        9    0.000    0.000    0.000    0.000 bitstring.py:162(bytelength)
        2    0.000    0.000    0.000    0.000 bitstring.py:1917(_readhex)
    17088    0.005    0.000    0.005    0.000 bitstring.py:1942(_getoffset)
    17090    0.005    0.000    0.005    0.000 bitstring.py:1945(_getlength)
        2    0.000    0.000    0.000    0.000 bitstring.py:1995(_slice)
       11    0.000    0.000    0.000    0.000 bitstring.py:210(byteoffset)
        2    0.000    0.000    0.000    0.000 bitstring.py:214(rawbytes)
        1    0.000    0.000    0.000    0.000 bitstring.py:219(ByteStore)
        2    0.000    0.000    0.000    0.000 bitstring.py:248(offsetcopy)
        2    0.000    0.000    0.000    0.000 bitstring.py:2642(tobytes)
        1    0.000    0.000    0.000    0.000 bitstring.py:2936(BitArray)
        1    0.001    0.001    0.011    0.011 bitstring.py:36(<module>)
        1    0.000    0.000    0.000    0.000 bitstring.py:3687(ConstBitStream)
        3    0.000    0.000    0.000    0.000 bitstring.py:3752(__init__)
        3    0.000    0.000    0.001    0.000 bitstring.py:3791(__new__)
    17074    0.015    0.000    0.020    0.000 bitstring.py:3806(_setbitpos)
    34148    0.009    0.000    0.009    0.000 bitstring.py:3814(_getbitpos)
        1    0.000    0.000    0.000    0.000 bitstring.py:394(MmapByteArray)
        1    0.000    0.000    0.000    0.000 bitstring.py:4011(BitStream)
        1    0.000    0.000    0.000    0.000 bitstring.py:671(<listcomp>)
        1    0.000    0.000    0.000    0.000 bitstring.py:674(<listcomp>)
        1    0.000    0.000    0.000    0.000 bitstring.py:677(Bits)
        3    0.000    0.000    0.000    0.000 bitstring.py:771(__new__)
        6    0.000    0.000    0.000    0.000 bitstring.py:799(_initialise)
        1    0.000    0.000    0.000    0.000 bitstring.py:89(Error)
        1    0.059    0.059    5.174    5.174 bufr2atcf.py:1(<module>)
        1    0.009    0.009    2.384    2.384 bufr2atcf.py:117(bufr_to_data)
       52    0.000    0.000    0.010    0.000 bufr2atcf.py:50(which_basin)
       52    0.001    0.000    0.019    0.000 bufr2atcf.py:91(to_tech)
     2132    0.030    0.000    0.035    0.000 bufr2atcf.py:99(decode_time)
        1    0.000    0.000    0.016    0.016 bufrdec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bufrdec.py:108(Section5)
        1    0.000    0.000    0.000    0.000 bufrdec.py:117(Message)
        1    0.000    0.000    0.000    0.000 bufrdec.py:130(decode_section0)
        1    0.000    0.000    0.000    0.000 bufrdec.py:14(Section0)
        1    0.000    0.000    0.000    0.000 bufrdec.py:176(decode_section1_v4)
        1    0.000    0.000    0.000    0.000 bufrdec.py:208(decode_section2)
        1    0.000    0.000    0.001    0.001 bufrdec.py:220(_decode_descriptors_table)
